province;red;green;blue;x;x
1721;121;96;142;sea_of_dunes;x
1722;121;196;142;arakeen_desert;x
1723;121;196;242;northern_sands;x
1724;221;196;242;shifting_Sands;x
1725;221;196;142;grave_of_jinns;x
1726;1;196;142;eastern_sands;x
1727;4;196;142;high_dunes;x
1728;5;196;142;ephreten_desert;x
1729;94;1;142;central_sea;x
1730;56;30;38;land_of_saltlakes;x
1731;156;30;38;land_of_saltlakes;x
1732;156;130;38;land_of_saltlakes;x
1733;156;130;138;land_of_saltlakes;x
1734;156;230;138;northern_saltlakes;x
1735;156;230;238;northern_saltlakes;x
1736;56;230;238;northern_saltlakes;x
1737;56;130;238;northern_saltlakes;x
1738;56;30;238;northern_saltlakes;x
1739;2;24;36;grand_peninsula;x
1740;102;24;36;grand_peninsula;x
1741;102;124;36;grand_peninsula;x
1742;102;124;136;grand_peninsula;x
1743;102;124;236;grand_peninsula;x
1744;77;124;236;north_peninsula;x
1745;177;124;236;north_peninsula;x
1746;177;224;236;north_peninsula;x
1747;177;224;136;north_peninsula;x
1748;177;224;36;north_peninsula;x
1749;23;64;34;selen_estuary;x
1750;123;64;34;selen_estuary;x
1751;123;164;34;selen_estuary;x
1752;123;164;134;selen_estuary;x
1753;223;164;134;selen_estuary;x
1754;21;99;243;lake_ktemp;x
1755;121;99;243;lake_schattr;x
1756;221;99;243;lake_dakar;x
1757;36;55;98;stiria(desert selen esturary);x
1758;136;55;98;stiria;x
1759;136;155;98;stiria;x
1760;136;155;198;stiria;x
1761;236;155;198;stiria;x
1762;25;108;64;suma;x
1763;125;108;64;suma;x
1764;125;108;164;suma;x
1765;225;108;164;suma;x
1766;225;208;164;suma;x
1767;54;97;154;sayria;x
1768;154;97;154;sayria;x
1769;154;187;154;sayria;x
1770;244;197;154;sayria;x
1771;254;197;254;sayria;x
1772;134;67;94;plains_of_scheer;x
1773;234;67;94;plains_of_scheer;x
1774;234;167;94;plains_of_scheer;x
1775;234;167;194;plains_of_scheer;x
1776;134;167;194;plains_of_scheer;x
1777;64;55;12;plains_of_scheer;x
1778;164;55;12;plains_of_scheer;x
1779;164;155;12;plains_of_scheer;x
1780;164;155;112;plains_of_scheer;x
1781;164;155;212;plains_of_scheer;x
1782;97;87;97;seelen_downstream;x
1783;197;87;97;plains_of_scheer;x
1784;197;187;97;plains_of_scheer;x
1785;197;187;197;plains_of_scheer;x
1786;97;187;197;plains_of_scheer;x
1787;51;74;63;seelen_middle;x
1788;151;74;63;seelen_middle;x
1789;151;174;63;seelen_middle;x
1790;151;174;163;seelen_middle;x
1791;251;174;163;seelen_middle;x
1792;34;87;43;middle_river;x
1793;134;87;43;;x
1794;134;187;43;;x
1795;134;187;143;;x
1796;234;187;143;;x
1797;89;54;32;eastern_river;x
1798;189;54;32;;x
1799;189;154;32;;x
1800;189;154;132;;x
1801;189;154;232;;x
1802;56;31;2;northern_eastern_river;x
1803;156;31;2;;x
1804;156;131;2;;x
1805;156;131;102;;x
1806;156;131;202;;x
1807;159;87;6;;x
1808;159;187;6;;x
1809;159;187;106;;x
1810;159;187;206;;x
1811;6;59;87;eastern_land;x
1812;106;59;87;;x
1813;106;159;87;;x
1814;106;159;187;;x
1815;206;159;187;;x
1816;59;6;54;golden_triangle;x
1817;159;6;54;;x
1818;159;106;54;;x
1819;97;54;54;southern_assay;x
1820;197;54;54;;x
1821;197;154;54;;x
1822;197;154;154;;x
1823;197;254;154;;x
1824;54;97;54;assay;x
1825;154;97;54;assay;x
1826;154;197;54;assay;x
1827;154;197;154;assay;x
1828;254;197;154;assay;x
1829;32;21;4;upper_assay;x
1830;132;21;4;upper_assay;x
1831;132;121;4;upper_assay;x
1832;132;121;104;upper_assay;x
1833;132;121;204;upper_assay;x
1834;87;54;31;zervoan_desert;;x
1835;187;54;31;zervoan_desert;;x
1836;31;44;87;lower_zervo;;x
1837;131;44;87;lower_zervo;;x
1838;131;144;87;lower_zervo;;x
1839;131;144;187;lower_zervo;;x
1840;231;144;187;lower_zervo;;x
1841;64;54;12;southern_lower_zervo;;x
1842;164;54;12;southern_lower_zervo;;x
1843;164;154;12;southern_lower_zervo;;x
1844;164;154;112;southern_lower_zervo;;x
1845;164;154;212;southern_lower_zervo;;x
1846;11;13;62;eastlands;;x
1847;111;13;62;eastlands;;x
1848;111;113;62;eastlands;;x
1849;111;113;162;eastlands;;x
1850;211;113;162;eastlands;;x
1851;62;113;11;southern_eastlands;;x
1852;162;113;11;southern_eastlands;;x
1853;162;213;11;southern_eastlands;;x
1854;162;213;111;southern_eastlands;;x
1855;162;213;211;southern_eastlands;;x
1856;28;27;19;western_red_waste;;x
1857;128;27;19;western_red_waste;;x
1858;128;127;19;western_red_waste;;x
1859;128;127;119;western_red_waste;;x
1860;128;127;219;western_red_waste;;x
1861;19;28;29;nucerian_hills;;x
1862;119;28;29;nucerian_hills;;x
1863;119;128;29;nucerian_hills;;x
1864;119;128;129;nucerian_hills;;x
1865;119;128;229;nucerian_hills;;x
1866;54;4;8;nucerian_east;;x
1867;154;4;8;nucerian_east;;x
1868;154;104;8;nucerian_east;;x
1869;154;104;108;nucerian_east;;x
1870;254;104;108;nucerian_east;;x
1871;8;74;62;tabac;;x
1872;108;74;62;tabac;;x
1873;108;174;62;tabac;;x
1874;108;174;162;tabac;;x
1875;208;174;162;tabac;;x
1876;62;8;73;eastern_tabac;;x
1877;162;8;73;eastern_tabac;;x
1878;162;108;73;eastern_tabac;;x
1879;162;108;173;eastern_tabac;;x
1880;162;208;173;eastern_tabac;;x
1881;47;13;6;tabac_highland;;x
1882;147;13;6;tabac_highland;;x
1883;147;113;6;tabac_highland;;x
1884;147;113;106;tabac_highland;;x
1885;247;113;106;tabac_highland;;x
1886;7;83;47;northern_tabac;;x
1887;107;83;47;northern_tabac;;x
1888;107;183;47;northern_tabac;;x
1889;107;183;147;northern_tabac;;x
1890;207;183;147;northern_tabac;;x
1891;14;25;12;ektarina;;x
1892;114;25;12;ektarina;;x
1893;114;125;12;ektarina;;x
1894;114;125;112;ektarina;;x
1895;214;125;112;ektarina;;x
1896;12;14;25;great_ektarina;;x
1897;112;14;25;;;x
1898;112;114;25;;;x
1899;112;114;125;;;x
1900;212;114;125;;;x
1901;21;34;83;;kanapach;x
1902;121;34;83;;eastern_zervo;x
1903;121;134;83;;honsan;x
1904;83;21;34;;north_valley;x
1905;183;21;34;;north_valley;x
1906;183;121;34;;north_valley;x
1907;183;121;134;;north_valley;x
1908;183;221;134;;;x
1909;41;37;39;start_valley;;x
1910;141;37;39;start_valley;;x
1911;141;137;39;start_valley;;x
1912;141;137;139;start_valley;;x
1913;241;137;139;start_valley;;x
1914;241;5;139;desert_between_rivers;;x
1915;241;105;139;passage_to_the_great_river_area;;x
1916;241;205;139;passage_to_the_great_river_area;;x
1917;187;154;31;zervoan_desert;;x
1918;187;154;131;zervoan_desert;;x
1919;187;154;231;zervoan_desert;;x
1920;59;87;6;eastern_coast;x
1921;78;41;41;bay_of_kapa;x
1922;178;41;41;cascrian_sea;x
1923;178;141;41;thrist_sea;x
1924;178;141;141;daring_coast;x
1925;178;141;241;sand_coast;x
1926;178;241;241;echavo;x
1927;45;241;241;northern_taril;x
1928;145;241;241;southern_taril;x
1929;145;64;12;euxinos;x
1930;14;78;63;gates_of_destiny;x
1931;114;78;63;damacene_coast;x
1932;114;178;63;greeken_coast;x
1933;114;178;163;far_point;x
1934;214;178;163;strait_of_bossor;x
1935;214;78;163;strait_of_arakeen;x
1936;214;78;63;strait_of_siecha;x
1937;36;78;63;iolan_coast;x
1938;136;78;63;castolan_sea;x
1939;136;178;63;tos_flight;x
1940;136;178;163;isthmus_of_zelel;x
1941;236;178;163;amara_sea;x
1942;236;78;163;elre_sea;x
1943;67;42;31;mud_sea;x
1944;167;42;31;corla;x
1945;167;142;31;stei_sea;x
1946;167;142;131;chrispe_sea;x
1947;167;142;231;claian_sea;x
1948;167;42;231;areia;x
1949;67;42;231;carula;x
1950;23;12;74;eastern_way_sea;x
1951;123;12;74;sand_sea;x
1952;123;112;74;clavis_sea;x
1953;123;112;144;blue_coast;x
1954;223;112;174;white_coast;x
1955;223;212;174;cassias_grave;x
1956;123;212;174;efe;x
1957;123;112;174;paimo;x
1958;55;66;41;emeralo;x
1959;155;66;41;diamantia;x
1960;155;166;41;saphrio;x
1961;32;45;41;khossor_mountains;x
1962;132;45;41;khossor_pena;x
1963;132;145;41;laga_coast;x
1964;132;145;141;laga_coast;x
1965;232;145;141;higtor;x
1966;121;143;205;walla;x
1967;232;45;141;lowtor;x
1968;34;78;93;io;x
1969;134;78;93;jocor;x
1970;134;178;93;barsa;x
1971;134;178;193;plama;x
1972;234;178;193;perjama;x
1973;93;65;78;arakeen;x
1974;193;65;78;tiaso;x
1975;193;165;78;hammu_abar;x
1976;193;165;178;reakeen;x
1977;93;165;178;artoon;x
1978;219;141;202;derveen;x
1979;119;141;202;aratero;x
1980;119;41;202;reatero;x
1981;119;41;102;akopo;x
1982;19;41;102;tilsaht;x
1983;221;143;205;sargo;x
1984;221;43;205;tsipasat;x
1985;221;43;105;terrelesa;x
1986;21;43;105;qantor;x
1987;126;237;97;cardqo;x
1988;226;237;97;yatar;x
1989;226;137;97;danton;x
1990;226;137;197;toine;x
1991;126;137;197;assyara;x
1992;106;45;50;small_rheen;x
1993;206;45;50;rheen;x
1994;206;145;50;nerren;x
1995;206;145;150;altair;x
1996;106;145;150;bukar;x
1997;195;229;180;fecele;x
1998;95;229;180;fetele;x
1999;45;73;42;loqa;x
2000;145;73;42;cusae;x
2001;145;173;42;relamber;x
2002;145;173;142;volqar;x
2003;245;173;142;cassa;x
2004;30;131;37;malshar;x
2005;130;131;37;gurevik;x
2006;130;231;37;valdresh;x
2007;130;231;137;bjeshakata;x
2008;230;231;137;skumbal;x
2009;172;151;137;rovin;x
2010;72;151;37;olatzga;x
2011;72;51;37;irunberri;x
2012;172;51;37;zubieta;x
2013;119;95;85;itasondo;x
2014;219;95;85;ondarokko;x
2015;219;195;85;Txingurrieta;x
2016;219;195;185;Haritsalde;x
2017;64;10;82;Leizarri;x
2018;164;10;82;Urbelaga;x
2019;164;110;82;Oriaundi;x
2020;164;110;182;Zugazarte;x
2021;164;210;182;Lake_Garbitxu;x
2022;211;35;78;Maja e Gurmalit;x
2023;111;135;78;Mali i Valshanit;x
2024;111;135;178;Shkëmborja e Bardhë;x
2025;211;135;178;Maja e Brishtë;x
2026;211;235;178;Mali i Shpresës;x
2027;63;159;138;Tomorjana;x
2028;34;58;47;isle_jura;x
2029;134;58;47;near_robin;x
2030;134;158;47;margata;x
2031;134;158;147;isle_cretoca;x
2032;234;158;147;ravvana;x
2033;72;67;106;fees;x
2034;72;67;206;mekleen;x
2035;172;67;206;vera;x
2036;172;167;206;rari;x
2037;172;167;106;funni;x
2038;57;89;92;swisama;x
2039;157;89;92;kartol;x
2040;157;189;92;arta-hato;x
2041;157;189;192;herte-horto;x
2042;57;189;192;yan;x
2043;72;151;137;mendiarri;x
2044;111;35;78;tarbor;x
2045;163;159;138;Shkumbarnë;x
2046;163;159;238;Lartmiri;x
2047;63;159;238;Drinasha;x
2048;63;59;238;Valbukura;x
2049;80;95;62;tuskagee;x
2050;180;95;62;araknir;x
2051;180;195;62;tharatka;X
2052;180;195;162;zhenarak;X
2053;80;195;162;morvel-athel;x
2054;75;53;44;xyranthal;x
2055;175;53;44;velaroth;x
2056;175;153;44;shadrazar;x
2057;175;153;144;drakath-zol;x
2058;45;78;32;desert ytrakis;x
2059;145;78;32;mountains of the moon;x
2060;90;25;65;Qalumhara;x
2061;190;25;65;Bathayria;x
2062;190;125;65;Tzanarath;x
2063;190;125;165;Velqara;x
2064;190;225;165;Nysahara;x
2065;51;23;65;dry_coast;x
2066;35;82;16;desert_of_dreams;x
2067;151;23;65;cape_commora;x
2068;151;123;65;quenris;x
2069;151;123;165;black_rock;x
2070;97;41;34;ashtaran;x
2071;197;41;34;zaranthiqa;x
2072;197;141;34;chatraktar;x
2073;197;141;134;kshvoran;x
2074;197;241;134;yltan;x
2075;57;11;54;othrek;x
2076;157;11;54;drakavyn;x
2077;157;111;54;thalaveth;x
2078;157;111;154;lorvach_zar;x
2079;157;211;154;yvaris;x
2080;97;64;53;khoretal;x
2081;197;64;53;zanothara;x
2082;197;164;53;ilthar;x
2083;197;164;153;phyrrith;x
2084;197;164;253;sarnok_tal;x
2085;21;13;64;solvarn;x
2086;121;13;64;morravel;x
2087;121;113;64;endarath;x
2088;121;113;164;shalvoth;x
2089;221;113;164;draemarn;x
2090;74;65;88;xyronth;x
2091;174;65;88;kheless;x
2092;174;165;88;ralas;x
2093;174;165;188;torffer;x
2094;100;165;188;klingo;x
2095;137;44;157;kaprenar;x
2096;237;44;157;aschito;x
2097;237;144;157;bantur;x
2098;237;144;57;kinsahai;x
2099;137;144;57;kilsao;x
2100;21;34;57;ngol;x
2101;121;34;57;tgar;x
2102;121;134;57;rgal;x
2103;121;134;157;tnagna;x
2104;221;134;157;shnona;x
2105;55;87;64;tchalla;x
2106;155;87;64;nonna;x
2107;155;187;64;kbellor;x
2108;155;187;164;beladda;x
2109;255;187;164;tes-tokno;x
2110;74;77;145;misson;x
2111;174;77;145;finnik;x
2112;174;177;145;santado;x
2113;174;177;245;cybo;x
2114;74;177;245;abissy;x
2115;87;13;36;gira;x
2116;187;13;36;horn_of_gira;x
2117;187;113;36;shalke;x
2118;187;113;136;greuten;x
2119;187;113;236;kenope;x
2120;37;64;45;tchacha_passsage;x
2121;137;64;45;tear_hills;x
2122;137;164;45;necromunda;x
2123;137;164;145;graia;x
2124;237;164;145;ultramar;x
2125;65;41;74;Wast;x
2126;165;41;74;Spido;x
2127;165;141;74;Supra;x
2128;165;141;174;Naguno;x
2129;165;241;174;Manga;x
2130;95;64;51;Nem;x
2131;195;64;51;Modia;x
2132;195;164;51;Rossho;x
2133;195;164;151;Asq;x
2134;195;164;251;Pora;x
2135;42;64;33;doneho;x
2136;142;64;33;cryssal;x
2137;142;164;33;opo;x
2138;142;164;133;wellen;x
2139;142;164;233;aquiro;x
2140;22;45;34;blood_jungle;x
2141;122;45;34;central_greenlands;x
2142;122;145;34;eastern_greenland;x
2143;122;145;134;lake_silberlight;x
2144;222;145;134;lake_starhold;x
2145;222;245;134;lake_moonlight;x
2146;47;64;44;jaleein_mountains;x
2147;147;64;44;white_mountains;x
2148;147;164;44;blueridges;x
2149;147;164;144;mountains_of_color;x
2150;247;164;144;mountain_moon;x
2151;247;164;244;mountain_moon;x
2152;52;66;66;mountain_moon;x
2153;152;66;66;sea_of_sands;x
2154;152;166;66;bay_of_qalum;x
2155;152;166;166;cape_commora;x
2156;15;46;46;cape_tesg;x
2157;115;46;46;cape_commora;x
2158;115;146;46;cape_commora;x
2159;115;146;146;sea_of_ruins;x
2160;215;146;146;sheiras_flight;x
2161;215;246;146;marions_coast;x
2162;215;246;246;marvis_coast;x
2163;42;36;46;moiras_folley;x
2164;142;36;46;marvins_discovery;x
2165;142;136;46;cape_nega;x
2166;94;64;31;cape_nega;x
2167;194;64;31;cape_nega;x
2168;194;164;31;cape_nega;x
2169;194;164;131;gira_coast;x
2170;194;164;231;gira_coast;x
2171;44;45;36;gira_coast;x
2172;144;45;36;gira_coast;x
2173;144;145;36;gira_coast;x
2174;12;12;36;gira_coast;x
2175;14;186;10;gira_coast;x
2176;114;186;10;gira_coast;x
2177;114;186;110;gira_coast;x
2178;114;186;210;gira_coast;x
2179;49;131;45;gira_coast;x
2180;149;131;45;gira_coast;x
2181;215;39;163;gira_coast;x
2182;215;139;163;gira_coast;x
2183;215;239;163;gira_coast;x
2184;215;239;63;gira_coast;x
2185;215;139;63;gira_coast;x
2186;215;39;63;gira_coast;x
2187;115;39;63;gira_coast;x
2188;15;39;63;gira_coast;x
2189;15;39;163;gira_coast;x
2190;15;139;163;gira_coast;x
2191;134;55;154;eldar;x
2192;234;55;154;ashta;x
2193;234;155;154;yanden;x
2194;234;155;254;biellan;x
2195;134;155;254;foul;x
2196;32;43;102;isle_scarlow;x
2197;132;43;102;isle_dester;x
2198;132;143;102;harbiner;x
2199;132;143;202;garia_in_the_sea;x
2200;124;39;77;moshi;x
2201;224;39;77;marangu;x
2202;224;139;77;machame;x
2203;224;139;177;rombo;x
2204;224;239;177;uru;x
2205;81;97;32;kilema;x
2206;181;97;32;koromandu;x
2207;181;197;32;marunji;x
2208;181;197;132;kiboshaar;x
2209;181;197;232;rundaru;x
2210;127;131;97;njaro;x
2211;227;131;97;urukibo;x
2212;227;231;97;lemosho;x
2213;227;231;197;mkbokumo;x
2214;127;231;197;mwika;x
2215;90;155;91;himo;x
2216;190;155;91;same;x
2217;190;155;191;ndungu;x
2218;190;255;191;kinbogoto;x
2219;190;255;91;kahe;x
2220;28;32;22;mwanga;x
2221;128;32;22;shira;x
2222;128;132;22;marashari;x
2223;128;132;122;lemukoro;x
2224;228;132;122;urumbezi;x
2225;156;24;21;shirando;x
2226;156;124;21;Mbokhunda;x
2227;156;124;121;Ruwandari;x
2228;156;224;121;Mwangiro;x
2229;56;24;21;kiobhsara;x
2230;31;46;23;Kilezuri;x
2231;131;46;23;Ndunshar;x
2232;131;146;23;Makinduri;x
2233;131;146;123;Tambaraka;x
2234;231;146;123;Ndumbwe;x
2235;85;47;36;Kashala;x
2236;185;47;36;Lemwara;x
2237;185;147;36;Mashuri;x
2238;185;147;136;Rogokali;x
2239;185;147;236;Mtorashi;x
2240;123;28;113;Shangami;x
2241;223;28;113;Urungaro;x
2242;223;128;113;Kiborundu;x
2243;223;128;213;Marujani;x
2244;223;228;213;Njokoru;x
2245;64;140;84;Kilandara;x
2246;164;140;84;Rondakiro;x
2247;164;240;84;Mbazikoro;x
2248;164;240;184;Shurajaro;x
2249;64;240;184;Kimwando;x
2250;55;85;75;Gorambara;x
2251;155;85;75;Malindiro;x
2252;155;185;75;Lembukar;x
2253;155;185;175;Torungaru;x
2254;255;185;175;Njorasundi;x
2255;86;86;174;Mbukorani;x
2256;186;86;174;Kishamuru;x
2257;186;186;174;Urashami;x
2258;86;186;174;Ndakibo;x
2259;86;186;74;Rendashu;x
2260;94;114;91;lake_tolara;x
2261;194;114;91;lake_qinhala;x
2262;194;114;191;bone_mountains;x
2263;78;13;76;Malërit;x
2264;178;13;76;Gurëshar;x
2265;178;113;76;Shkumbari;x
2266;178;113;176;Vallkresh;x
2267;178;213;176;Bregorja;x
2268;92;34;67;Rrethashi;x
2269;192;34;67;Llugnatë;x
2270;192;134;67;Zemrarin;x
2271;192;134;167;Murgore;x
2272;192;234;167;Drenithë;x
2273;71;17;51;the_tower_of_skulls;x
2274;171;17;51;Shpatlari;x
2275;171;117;51;Thikollë;x
2276;171;117;151;Kodrazi;x
2277;171;217;151;Bregzhuri;x
2278;21;31;35;Arvenia;x
2279;121;31;35;Arvenia;x
2280;121;131;35;Arvenia;x
2281;121;131;135;Arvenia;x
2282;121;131;235;Arvenia;x
2283;121;231;235;Arvenia;x
2284;221;231;235;Arvenia;x
2285;35;34;43;Arvenia;x
2286;135;34;43;Arvenia;x
2287;135;134;43;Arvenia;x
2288;135;134;143;Arvenia;x
2289;235;134;143;Arvenia;x
2290;235;234;143;Arvenia;x
2291;235;234;243;Arvenia;x
2292;64;45;34;Arvenia;x
2293;164;45;34;Arvenia;x
2294;164;145;34;Arvenia;x
2295;12;145;134;Arvenia;x
2296;164;145;134;Arvenia;x
2297;164;145;234;Arvenia;x
2298;45;13;24;Arvenia;x
2299;145;13;24;Arvenia;x
2300;145;113;24;Arvenia;x
2301;145;113;124;Arvenia;x
2302;245;113;124;Arvenia;x
2303;245;213;224;Arvenia;x
2304;25;44;16;Arvenia;x
2305;125;44;16;Arvenia;x
2306;125;144;16;Arvenia;x
2307;125;144;116;Arvenia;x
2308;225;144;116;Arvenia;x
2309;225;244;116;Arvenia;x
2310;225;244;216;Arvenia;x
2311;16;25;46;Arvenia;x
2312;116;25;46;Arvenia;x
2313;116;125;46;Arvenia;x
2314;116;125;146;Arvenia;x
2315;216;125;146;Arvenia;x
2316;216;225;146;Arvenia;x
2317;216;225;246;Arvenia;x
2318;24;36;17;Arvenia;x
2319;124;36;17;Arvenia;x
2320;124;136;17;Arvenia;x
2321;124;136;117;Arvenia;x
2322;224;136;117;Arvenia;x
2323;224;236;117;Arvenia;x
2324;224;236;217;Arvenia;x
2325;55;47;31;Arvenia;x
2326;155;47;31;Arvenia;x
2327;155;147;31;Arvenia;x
2328;155;147;131;Arvenia;x
2329;255;147;131;Arvenia;x
2330;255;247;131;Arvenia;x
2331;255;247;231;Arvenia;x
2332;74;64;55;Arvenia;x
2333;174;64;55;Arvenia;x
2334;174;164;55;Arvenia;x
2335;174;164;155;Arvenia;x
2336;174;164;255;Arvenia;x
2337;55;43;53;Arvenia;x
2338;155;43;53;Arvenia;x
2339;155;143;53;Arvenia;x
2340;155;143;153;Arvenia;x
2341;255;143;153;Arvenia;x
2342;255;243;153;Arvenia;x
2343;255;243;253;Arvenia;x
2344;19;21;23;Arvenia;x
2345;119;21;23;Arvenia;x
2346;119;121;23;Arvenia;x
2347;119;121;123;Arvenia;x
2348;164;245;234;Arvenia;x
2349;145;113;224;Arvenia;x
2350;145;213;224;Arvenia;x
2351;24;23;46;Arvenia;x
2352;124;23;46;Arvenia;x
2353;124;123;46;Arvenia;x
2354;124;123;146;Arvenia;x
2355;224;123;146;Arvenia;x
2356;224;223;146;Arvenia;x
2357;224;223;246;Arvenia;x
2358;53;37;49;Arvenia;x
2359;153;37;49;Arvenia;x
2360;153;137;49;Arvenia;x
2361;153;137;149;Arvenia;x
2362;253;137;149;Arvenia;x
2363;253;237;149;Arvenia;x
2364;253;237;249;Arvenia;x
2365;253;137;249;Arvenia;x
2366;142;168;164;Arveni_Mountain;x
2367;54;24;34;Arveni_Mountain;x
2368;154;24;34;Arveni_Mountain;x
2369;154;124;34;Arveni_Mountain;x
2370;154;124;134;Arveni_Mountain;x
2371;254;124;134;Arveni_Mountain;x
2372;254;224;134;Arveni_Mountain;x
2373;254;224;234;Arveni_Mountain;x
2374;51;21;31;Arveni_Mountain;x
2375;151;21;31;Arveni_Mountain;x
2376;151;121;31;Arveni_Mountain;x
2377;151;121;131;Arveni_Mountain;x
2378;251;121;131;Arveni_Mountain;x
2379;251;221;131;Arveni_Mountain;x
2380;251;221;231;Arveni_Mountain;x
2381;34;36;37;Arveni_Mountain;x
2382;134;36;37;Arveni_Mountain;x
2383;134;136;37;Arveni_Mountain;x
2384;134;136;137;Arveni_Mountain;x
2385;234;136;137;Arveni_Mountain;x
2386;234;236;137;Arveni_Mountain;x
2387;234;236;237;Arveni_Mountain;x
2388;63;67;69;Arveni_Mountain;x
2389;163;67;69;Arveni_Mountain;x
2390;163;167;69;Arveni_Mountain;x
2391;163;167;169;Arveni_Mountain;x
2392;97;96;81;Arveni_Mountain;x
2393;197;96;81;Arveni_Mountain;x
2394;197;196;81;Arveni_Mountain;x
2395;197;196;181;Arveni_Mountain;x
2396;83;44;44;Arno;x
2397;183;44;44;Arno;x
2398;183;144;44;Arno;x
2399;183;144;144;Arno;x
2400;183;144;244;Arno;x
2401;183;244;244;Arno;x
2402;32;86;87;Arno;x
2403;132;86;87;Arno;x
2404;132;186;87;Arno;x
2405;132;186;187;Arno;x
2406;232;186;187;Arno;x
2407;44;44;84;Arno;x
2408;144;44;84;Arno;x
2409;144;144;84;Arno;x
2410;144;144;184;Arno;x
2411;244;144;184;Arno;x
2412;244;244;184;Arno;x
2413;32;31;44;Arno;x
2414;132;31;44;Arno;x
2415;132;131;44;Arno;x
2416;132;131;144;Arno;x
2417;232;131;144;Arno;x
2418;232;231;144;Arno;x
2419;232;231;244;Arno;x
2420;32;85;53;Arno;x
2421;132;85;53;Arno;x
2422;132;185;53;Arno;x
2423;132;185;153;Arno;x
2424;232;185;153;Arno;x
2425;232;185;253;Arno;x
2426;24;37;65;Arno;x
2427;124;37;65;Arno;x
2428;124;137;65;Arno;x
2429;124;137;165;Arno;x
2430;224;137;165;Arno;x
2431;224;237;165;Arno;x
2432;56;15;33;Arno;x
2433;156;15;33;Arno;x
2434;156;115;33;Arno;x
2435;156;115;133;Arno;x
2436;156;215;133;Arno;x
2437;156;215;233;Arno;x
2438;61;73;33;Arno;x
2439;161;73;33;Arno;x
2440;161;173;33;Arno;x
2441;161;173;133;Arno;x
2442;161;173;233;Arno;x
2443;71;36;13;Arno;x
2444;171;36;13;Arno;x
2445;171;136;13;Arno;x
2446;171;136;113;Arno;x
2447;55;66;14;Mountains;x
2448;155;66;14;Mountains;x
2449;83;39;39;badlands;x
2450;183;39;39;badlands;x
2451;183;139;39;badlands;x
2452;183;139;139;badlands;x
2453;183;239;139;badlands;x
2454;183;239;239;badlands;x
2455;31;68;68;yaan;x
2456;131;68;68;yaan;x
2457;132;168;68;yaan;x
2458;55;168;168;yaan;x
2459;232;168;168;yaan;x
2460;63;66;32;yaan;x
2461;163;66;32;yaan;x
2462;163;166;32;yaan;x
2463;163;166;132;yaan;x
2464;163;166;232;yaan;x
2465;62;65;131;yaan;x
2466;162;65;131;yaan;x
2467;68;28;28;badlands;x
2468;168;28;28;badlands;x
2469;168;128;28;badlands;x
2470;168;128;128;badlands;x
2471;168;228;128;badlands;x
2472;168;228;228;badlands;x
2473;42;34;27;scorpo;x
2474;142;34;27;scorpo;x
2475;142;134;27;scorpo;x
2476;142;134;127;scorpo;x
2477;242;134;127;scorpo;x
2478;242;234;127;scorpo;x
2479;242;234;227;scorpo;x
2480;36;41;18;scorpo;x
2481;136;41;18;scorpo;x
2482;136;141;18;scorpo;x
2483;136;141;118;scorpo;x
2484;236;141;118;scorpo;x
2485;236;241;118;scorpo;x
2486;236;241;218;scorpo;x
2487;14;24;1;scorpo;x
2488;114;24;1;scorpo;x
2489;114;124;1;scorpo;x
2490;114;124;100;scorpo;x
2491;214;124;100;scorpo;x
2492;214;224;100;scorpo;x
2493;214;224;200;scorpo;x
2494;1;13;24;scorpo;x
2495;100;13;24;scorpo;x
2496;100;113;24;scorpo;x
2497;100;113;124;scorpo;x
2498;200;113;124;scorpo;x
2499;200;213;124;scorpo;x
2500;200;213;224;scorpo;x
2501;2;3;4;red_waste;x
2502;102;3;4;scorpo;x
2503;102;103;4;scorpo;x
2504;102;103;104;scorpo;x
2505;202;103;104;scorpo;x
2506;202;203;104;scorpo;x
2507;202;203;204;scorpo;x
2508;240;203;204;scorpo;x
2509;34;3;8;scorpo;x
2510;134;3;8;scorpo;x
2511;134;103;8;scorpo;x
2512;134;103;108;scorpo;x
2513;234;103;108;scorpo;x
2514;234;203;108;scorpo;x
2515;234;203;255;scorpo;x
2516;77;34;107;scorpo;x
2517;177;34;107;scorpo;x
2518;5;21;14;scorpo;x
2519;105;21;14;scorpo;x
2520;105;121;14;scorpo;x
2521;105;121;114;scorpo;x
2522;205;121;114;scorpo;x
2523;205;221;114;scorpo;x
2524;205;221;214;scorpo;x
2525;21;5;16;scorpo;x
2526;121;5;16;scorpo;x
2527;121;105;16;scorpo;x
2528;121;105;116;scorpo;x
2529;221;105;116;scorpo;x
2530;221;205;116;scorpo;x
2531;221;205;216;scorpo;x
2532;55;44;38;scorpo;x
2533;155;44;38;scorpo;x
2534;155;144;38;scorpo;x
2535;155;144;138;scorpo;x
2536;255;144;138;scorpo;x
2537;255;244;138;scorpo;x
2538;255;244;238;scorpo;x
2539;12;24;13;vainomoi;x
2540;112;24;13;vainomoi;x
2541;112;124;13;vainomoi;x
2542;112;124;113;vainomoi;x
2543;212;124;113;vainomoi;x
2544;212;224;113;vainomoi;x
2545;212;224;213;vainomoi;x
2546;17;25;34;vainomoi;x
2547;117;25;34;vainomoi;x
2548;117;125;34;vainomoi;x
2549;117;125;134;vainomoi;x
2550;217;125;134;vainomoi;x
